date,admin1,market,category,commodity,unit,price,latitude,longitude,pricetype,year,month,admin1_enc,market_enc,category_enc,commodity_enc,unit_enc
2024-06-15,Uva,Bandarawela,vegetables and fruits,"Onions (red, imported)",KG,469.0,6.83,80.99,Retail,2024,6,7,3,6,26,1
2024-06-15,Uva,Bandarawela,vegetables and fruits,Papaya,KG,199.0,6.83,80.99,Retail,2024,6,7,3,6,28,1
2024-06-15,Uva,Bandarawela,vegetables and fruits,Pineapples,KG,595.83,6.83,80.99,Retail,2024,6,7,3,6,29,1
2024-06-15,Uva,Bandarawela,vegetables and fruits,Pumpkin,KG,257.0,6.83,80.99,Retail,2024,6,7,3,6,32,1
2024-06-15,Uva,Bandarawela,"meat, fish and eggs",Fish (sail fish),KG,2456.25,6.83,80.99,Retail,2024,6,7,3,1,14,1
2024-06-15,Uva,Bandarawela,"meat, fish and eggs",Fish (jack),KG,2300.0,6.83,80.99,Retail,2024,6,7,3,1,13,1
2024-06-15,Uva,Bandarawela,"meat, fish and eggs",Fish (goldstripe sardinella),KG,1000.0,6.83,80.99,Retail,2024,6,7,3,1,12,1
2024-06-15,Uva,Bandarawela,"meat, fish and eggs","Fish (dry, sprats)",KG,1212.5,6.83,80.99,Retail,2024,6,7,3,1,11,1
2024-06-15,Uva,Badulla,"meat, fish and eggs",Eggs,Unit,50.15,6.99,81.04,Retail,2024,6,7,2,1,9,3
2024-06-15,Uva,Badulla,"meat, fish and eggs","Fish (dry, katta)",KG,2400.0,6.99,81.04,Retail,2024,6,7,2,1,10,1
2024-06-15,Uva,Badulla,"meat, fish and eggs","Fish (dry, sprats)",KG,1091.67,6.99,81.04,Retail,2024,6,7,2,1,11,1
2024-06-15,Uva,Badulla,"meat, fish and eggs",Fish (jack),KG,1983.33,6.99,81.04,Retail,2024,6,7,2,1,13,1
2024-06-15,Uva,Badulla,"meat, fish and eggs",Fish (skipjack tuna),KG,1750.0,6.99,81.04,Retail,2024,6,7,2,1,15,1
2024-06-15,Uva,Badulla,pulses and nuts,Lentils,KG,316.0,6.99,81.04,Retail,2024,6,7,2,5,20,1
2024-06-15,Uva,Badulla,vegetables and fruits,Bananas,KG,165.83,6.99,81.04,Retail,2024,6,7,2,6,0,1
2024-06-15,Uva,Bandarawela,vegetables and fruits,Snake gourd,KG,392.0,6.83,80.99,Retail,2024,6,7,3,6,38,1
2024-06-15,Uva,Badulla,vegetables and fruits,Carrots,KG,448.0,6.99,81.04,Retail,2024,6,7,2,6,4,1
2024-06-15,Uva,Badulla,vegetables and fruits,Eggplants,KG,520.0,6.99,81.04,Retail,2024,6,7,2,6,8,1
2024-06-15,Uva,Badulla,vegetables and fruits,Onions (imported),KG,259.5,6.99,81.04,Retail,2024,6,7,2,6,24,1
2024-06-15,Uva,Badulla,vegetables and fruits,"Onions (red, imported)",KG,524.0,6.99,81.04,Retail,2024,6,7,2,6,26,1
2024-06-15,Uva,Badulla,vegetables and fruits,Snake gourd,KG,436.25,6.99,81.04,Retail,2024,6,7,2,6,38,1
2024-06-15,Uva,Badulla,vegetables and fruits,Tomatoes,KG,443.12,6.99,81.04,Retail,2024,6,7,2,6,40,1
2024-06-15,Uva,Bandarawela,cereals and tubers,Potatoes (imported),KG,211.25,6.83,80.99,Retail,2024,6,7,3,0,30,1
2024-06-15,Uva,Bandarawela,cereals and tubers,Potatoes (local),KG,412.0,6.83,80.99,Retail,2024,6,7,3,0,31,1
2024-06-15,Uva,Badulla,vegetables and fruits,Coconut,Unit,102.75,6.99,81.04,Retail,2024,6,7,2,6,6,3
2024-06-15,Uva,Badulla,cereals and tubers,Rice (medium grain),KG,219.69,6.99,81.04,Retail,2024,6,7,2,0,34,1
2024-06-15,Uva,Bandarawela,vegetables and fruits,Tomatoes,KG,398.5,6.83,80.99,Retail,2024,6,7,3,6,40,1
2024-06-15,Uva,Keppetipola (DEC},"meat, fish and eggs",Fish (goldstripe sardinella),KG,908.75,6.91,80.91,Retail,2024,6,7,23,1,12,1
2024-06-15,Uva,Dammbagalla,"meat, fish and eggs","Fish (dry, sprats)",KG,947.08,6.98,81.37,Retail,2024,6,7,6,1,11,1
2024-06-15,Uva,Dammbagalla,"meat, fish and eggs",Fish (jack),KG,1812.5,6.98,81.37,Retail,2024,6,7,6,1,13,1
2024-06-15,Uva,Dammbagalla,"meat, fish and eggs",Fish (sail fish),KG,2250.0,6.98,81.37,Retail,2024,6,7,6,1,14,1
2024-06-15,Uva,Dammbagalla,"meat, fish and eggs",Fish (trenched sardinella),KG,1058.33,6.98,81.37,Retail,2024,6,7,6,1,16,1
2024-06-15,Uva,Dammbagalla,"meat, fish and eggs",Fish (yellowfin tuna),KG,2170.83,6.98,81.37,Retail,2024,6,7,6,1,17,1
2024-06-15,Uva,Dammbagalla,"meat, fish and eggs","Meat (chicken, broiler)",KG,1212.5,6.98,81.37,Retail,2024,6,7,6,1,21,1
2024-06-15,Uva,Dammbagalla,miscellaneous food,"Chili (red, dry raw)",KG,820.0,6.98,81.37,Retail,2024,6,7,6,2,5,1
2024-06-15,Uva,Dammbagalla,pulses and nuts,Beans,KG,508.0,6.98,81.37,Retail,2024,6,7,6,5,1,1
2024-06-15,Uva,Dammbagalla,pulses and nuts,Beans (mung),KG,1262.0,6.98,81.37,Retail,2024,6,7,6,5,2,1
2024-06-15,Uva,Dammbagalla,vegetables and fruits,Cabbage,KG,219.0,6.98,81.37,Retail,2024,6,7,6,6,3,1
2024-06-15,Uva,Dammbagalla,vegetables and fruits,Carrots,KG,264.0,6.98,81.37,Retail,2024,6,7,6,6,4,1
2024-06-15,Uva,Dammbagalla,vegetables and fruits,Coconut,Unit,81.5,6.98,81.37,Retail,2024,6,7,6,6,6,3
2024-06-15,Uva,Dammbagalla,vegetables and fruits,Eggplants,KG,321.0,6.98,81.37,Retail,2024,6,7,6,6,8,1
2024-06-15,Uva,Dammbagalla,vegetables and fruits,Onions (red),KG,359.5,6.98,81.37,Retail,2024,6,7,6,6,25,1
2024-06-15,Uva,Dammbagalla,vegetables and fruits,"Onions (red, imported)",KG,383.25,6.98,81.37,Retail,2024,6,7,6,6,26,1
2024-06-15,Uva,Dammbagalla,"meat, fish and eggs","Fish (dry, katta)",KG,2266.67,6.98,81.37,Retail,2024,6,7,6,1,10,1
2024-06-15,Uva,Dammbagalla,cereals and tubers,Rice (white),KG,267.65,6.98,81.37,Retail,2024,6,7,6,0,37,1
2024-06-15,Uva,Dammbagalla,cereals and tubers,Potatoes (local),KG,384.44,6.98,81.37,Retail,2024,6,7,6,0,31,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Tomatoes,KG,426.0,6.91,80.91,Retail,2024,6,7,23,6,40,1
2024-06-15,Uva,Keppetipola (DEC},"meat, fish and eggs",Fish (skipjack tuna),KG,1516.67,6.91,80.91,Retail,2024,6,7,23,1,15,1
2024-06-15,Uva,Keppetipola (DEC},"meat, fish and eggs",Fish (trenched sardinella),KG,811.67,6.91,80.91,Retail,2024,6,7,23,1,16,1
2024-06-15,Uva,Keppetipola (DEC},miscellaneous food,"Chili (red, dry raw)",KG,886.0,6.91,80.91,Retail,2024,6,7,23,2,5,1
2024-06-15,Uva,Keppetipola (DEC},pulses and nuts,Beans,KG,540.0,6.91,80.91,Retail,2024,6,7,23,5,1,1
2024-06-15,Uva,Keppetipola (DEC},pulses and nuts,Beans (mung),KG,1270.0,6.91,80.91,Retail,2024,6,7,23,5,2,1
2024-06-15,Uva,Keppetipola (DEC},pulses and nuts,Lentils,KG,304.65,6.91,80.91,Retail,2024,6,7,23,5,20,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Bananas,KG,153.75,6.91,80.91,Retail,2024,6,7,23,6,0,1
2024-06-15,Uva,Keppetipola (DEC},cereals and tubers,Rice (white),KG,274.58,6.91,80.91,Retail,2024,6,7,23,0,37,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Cabbage,KG,208.5,6.91,80.91,Retail,2024,6,7,23,6,3,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Onions (red),KG,320.0,6.91,80.91,Retail,2024,6,7,23,6,25,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,"Onions (red, imported)",KG,439.17,6.91,80.91,Retail,2024,6,7,23,6,26,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,"Onions (red, local)",KG,479.5,6.91,80.91,Retail,2024,6,7,23,6,27,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Papaya,KG,189.38,6.91,80.91,Retail,2024,6,7,23,6,28,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Pineapples,KG,442.5,6.91,80.91,Retail,2024,6,7,23,6,29,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Pumpkin,KG,213.0,6.91,80.91,Retail,2024,6,7,23,6,32,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Snake gourd,KG,341.25,6.91,80.91,Retail,2024,6,7,23,6,38,1
2024-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Eggplants,KG,380.5,6.91,80.91,Retail,2024,6,7,23,6,8,1
2024-06-15,Northern,Mullativu,pulses and nuts,Beans,KG,758.0,9.32,80.7,Retail,2024,6,4,32,5,1,1
2024-06-15,Northern,Mullativu,"meat, fish and eggs",Fish (skipjack tuna),KG,1116.25,9.32,80.7,Retail,2024,6,4,32,1,15,1
2024-06-15,Northern,Mullativu,"meat, fish and eggs",Fish (trenched sardinella),KG,1162.5,9.32,80.7,Retail,2024,6,4,32,1,16,1
2024-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs",Fish (skipjack tuna),KG,1400.0,7.66,81.05,Retail,2024,6,1,7,1,15,1
2024-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs",Fish (trenched sardinella),KG,906.67,7.66,81.05,Retail,2024,6,1,7,1,16,1
2024-06-15,Eastern,Dehiattakandiya,miscellaneous food,"Chili (red, dry raw)",KG,868.75,7.66,81.05,Retail,2024,6,1,7,2,5,1
2024-06-15,Eastern,Dehiattakandiya,pulses and nuts,Beans,KG,730.0,7.66,81.05,Retail,2024,6,1,7,5,1,1
2024-06-15,Eastern,Dehiattakandiya,pulses and nuts,Beans (mung),KG,993.75,7.66,81.05,Retail,2024,6,1,7,5,2,1
2024-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Bananas,KG,175.0,7.66,81.05,Retail,2024,6,1,7,6,0,1
2024-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Cabbage,KG,291.67,7.66,81.05,Retail,2024,6,1,7,6,3,1
2024-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Carrots,KG,574.17,7.66,81.05,Retail,2024,6,1,7,6,4,1
2024-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Eggplants,KG,369.17,7.66,81.05,Retail,2024,6,1,7,6,8,1
2024-06-15,Eastern,Dehiattakandiya,vegetables and fruits,"Onions (red, local)",KG,542.22,7.66,81.05,Retail,2024,6,1,7,6,27,1
2024-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Pineapples,KG,328.89,7.66,81.05,Retail,2024,6,1,7,6,29,1
2024-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Snake gourd,KG,375.56,7.66,81.05,Retail,2024,6,1,7,6,38,1
2024-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Tomatoes,KG,573.33,7.66,81.05,Retail,2024,6,1,7,6,40,1
2024-06-15,Eastern,Batticaloa,cereals and tubers,Potatoes (imported),KG,215.5,7.72,81.7,Retail,2024,6,1,4,0,30,1
2024-06-15,Eastern,Batticaloa,cereals and tubers,Potatoes (local),KG,401.0,7.72,81.7,Retail,2024,6,1,4,0,31,1
2024-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs",Fish (goldstripe sardinella),KG,1000.0,7.66,81.05,Retail,2024,6,1,7,1,12,1
2024-06-15,Eastern,Batticaloa,cereals and tubers,Rice (medium grain),KG,216.4,7.72,81.7,Retail,2024,6,1,4,0,34,1
2024-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs","Fish (dry, sprats)",KG,1066.67,7.66,81.05,Retail,2024,6,1,7,1,11,1
2024-06-15,Eastern,Dehiattakandiya,cereals and tubers,Rice (white),KG,260.42,7.66,81.05,Retail,2024,6,1,7,0,37,1
2024-06-15,Eastern,Ampara,cereals and tubers,Rice (medium grain),KG,220.0,7.28,81.67,Retail,2024,6,1,0,0,34,1
2024-06-15,Eastern,Ampara,"meat, fish and eggs","Fish (dry, katta)",KG,2166.67,7.28,81.67,Retail,2024,6,1,0,1,10,1
2024-06-15,Eastern,Ampara,"meat, fish and eggs",Fish (skipjack tuna),KG,1200.0,7.28,81.67,Retail,2024,6,1,0,1,15,1
2024-06-15,Eastern,Ampara,miscellaneous food,"Chili (red, dry raw)",KG,811.56,7.28,81.67,Retail,2024,6,1,0,2,5,1
2024-06-15,Eastern,Ampara,pulses and nuts,Beans (mung),KG,1283.12,7.28,81.67,Retail,2024,6,1,0,5,2,1
2024-06-15,Eastern,Ampara,pulses and nuts,"Cowpeas (whole, average)",KG,745.83,7.28,81.67,Retail,2024,6,1,0,5,7,1
2024-06-15,Eastern,Ampara,pulses and nuts,Lentils,KG,295.46,7.28,81.67,Retail,2024,6,1,0,5,20,1
2024-06-15,Eastern,Ampara,vegetables and fruits,Carrots,KG,283.33,7.28,81.67,Retail,2024,6,1,0,6,4,1
2024-06-15,Eastern,Ampara,vegetables and fruits,Eggplants,KG,284.17,7.28,81.67,Retail,2024,6,1,0,6,8,1
2024-06-15,Eastern,Ampara,vegetables and fruits,Onions (imported),KG,284.88,7.28,81.67,Retail,2024,6,1,0,6,24,1
2024-06-15,Eastern,Ampara,vegetables and fruits,Pumpkin,KG,158.33,7.28,81.67,Retail,2024,6,1,0,6,32,1
2024-06-15,Eastern,Ampara,vegetables and fruits,Tomatoes,KG,183.33,7.28,81.67,Retail,2024,6,1,0,6,40,1
2024-06-15,Eastern,Dehiattakandiya,cereals and tubers,Potatoes (imported),KG,225.83,7.66,81.05,Retail,2024,6,1,7,0,30,1
2024-06-15,Eastern,Dehiattakandiya,cereals and tubers,Potatoes (local),KG,384.58,7.66,81.05,Retail,2024,6,1,7,0,31,1
2024-06-15,Eastern,Dehiattakandiya,cereals and tubers,Rice (medium grain),KG,219.83,7.66,81.05,Retail,2024,6,1,7,0,34,1
2024-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs",Eggs,Unit,47.17,7.66,81.05,Retail,2024,6,1,7,1,9,3
2024-06-15,Eastern,Batticaloa,"meat, fish and eggs",Eggs,Unit,49.8,7.72,81.7,Retail,2024,6,1,4,1,9,3
2024-06-15,Eastern,Batticaloa,"meat, fish and eggs","Fish (dry, katta)",KG,2065.0,7.72,81.7,Retail,2024,6,1,4,1,10,1
2024-06-15,Eastern,Batticaloa,"meat, fish and eggs",Fish (goldstripe sardinella),KG,920.83,7.72,81.7,Retail,2024,6,1,4,1,12,1
2024-06-15,Eastern,Trincomalee,"meat, fish and eggs",Eggs,Unit,51.19,8.57,81.23,Retail,2024,6,1,41,1,9,3
2024-06-15,Eastern,Trincomalee,"meat, fish and eggs",Fish (goldstripe sardinella),KG,811.25,8.57,81.23,Retail,2024,6,1,41,1,12,1
2024-06-15,Eastern,Trincomalee,"meat, fish and eggs",Fish (jack),KG,1907.0,8.57,81.23,Retail,2024,6,1,41,1,13,1
2024-06-15,Eastern,Trincomalee,"meat, fish and eggs",Fish (skipjack tuna),KG,1459.0,8.57,81.23,Retail,2024,6,1,41,1,15,1
2024-06-15,Eastern,Trincomalee,"meat, fish and eggs",Fish (trenched sardinella),KG,1070.5,8.57,81.23,Retail,2024,6,1,41,1,16,1
2024-06-15,Eastern,Trincomalee,"meat, fish and eggs",Fish (yellowfin tuna),KG,2247.0,8.57,81.23,Retail,2024,6,1,41,1,17,1
2024-06-15,Eastern,Trincomalee,"meat, fish and eggs","Meat (chicken, broiler)",KG,1301.67,8.57,81.23,Retail,2024,6,1,41,1,21,1
2024-06-15,Eastern,Trincomalee,miscellaneous food,"Chili (red, dry raw)",KG,959.5,8.57,81.23,Retail,2024,6,1,41,2,5,1
2024-06-15,Eastern,Trincomalee,pulses and nuts,Beans,KG,474.0,8.57,81.23,Retail,2024,6,1,41,5,1,1
2024-06-15,Eastern,Trincomalee,pulses and nuts,Beans (mung),KG,1151.67,8.57,81.23,Retail,2024,6,1,41,5,2,1
2024-06-15,Eastern,Trincomalee,pulses and nuts,"Cowpeas (whole, average)",KG,876.0,8.57,81.23,Retail,2024,6,1,41,5,7,1
2024-06-15,Eastern,Trincomalee,vegetables and fruits,Cabbage,KG,295.0,8.57,81.23,Retail,2024,6,1,41,6,3,1
2024-06-15,Eastern,Trincomalee,vegetables and fruits,Carrots,KG,337.0,8.57,81.23,Retail,2024,6,1,41,6,4,1
2024-06-15,Eastern,Trincomalee,vegetables and fruits,Coconut,Unit,74.2,8.57,81.23,Retail,2024,6,1,41,6,6,3
2024-06-15,Eastern,Trincomalee,vegetables and fruits,Onions (imported),KG,256.0,8.57,81.23,Retail,2024,6,1,41,6,24,1
2024-06-15,Eastern,Trincomalee,cereals and tubers,Rice (white),KG,249.7,8.57,81.23,Retail,2024,6,1,41,0,37,1
2024-06-15,Eastern,Trincomalee,cereals and tubers,Rice (medium grain),KG,215.1,8.57,81.23,Retail,2024,6,1,41,0,34,1
2024-06-15,Eastern,Trincomalee,cereals and tubers,Potatoes (imported),KG,200.0,8.57,81.23,Retail,2024,6,1,41,0,30,1
2024-06-15,Eastern,Batticaloa,vegetables and fruits,Snake gourd,KG,244.5,7.72,81.7,Retail,2024,6,1,4,6,38,1
2024-06-15,Eastern,Batticaloa,"meat, fish and eggs",Fish (sail fish),KG,2360.0,7.72,81.7,Retail,2024,6,1,4,1,14,1
2024-06-15,Eastern,Batticaloa,"meat, fish and eggs",Fish (trenched sardinella),KG,1170.0,7.72,81.7,Retail,2024,6,1,4,1,16,1
2024-06-15,Eastern,Batticaloa,miscellaneous food,"Chili (red, dry raw)",KG,832.0,7.72,81.7,Retail,2024,6,1,4,2,5,1
2024-06-15,Eastern,Batticaloa,pulses and nuts,Beans,KG,507.5,7.72,81.7,Retail,2024,6,1,4,5,1,1
2024-06-15,Eastern,Batticaloa,pulses and nuts,Beans (mung),KG,1134.25,7.72,81.7,Retail,2024,6,1,4,5,2,1
2024-06-15,Eastern,Batticaloa,pulses and nuts,"Cowpeas (whole, average)",KG,830.25,7.72,81.7,Retail,2024,6,1,4,5,7,1
2024-06-15,Eastern,Batticaloa,pulses and nuts,Lentils,KG,317.3,7.72,81.7,Retail,2024,6,1,4,5,20,1
2024-06-15,Eastern,Ampara,cereals and tubers,Potatoes (local),KG,343.75,7.28,81.67,Retail,2024,6,1,0,0,31,1
2024-06-15,Eastern,Batticaloa,vegetables and fruits,Cabbage,KG,309.0,7.72,81.7,Retail,2024,6,1,4,6,3,1
2024-06-15,Eastern,Batticaloa,vegetables and fruits,Coconut,Unit,61.25,7.72,81.7,Retail,2024,6,1,4,6,6,3
2024-06-15,Eastern,Batticaloa,vegetables and fruits,Eggplants,KG,259.5,7.72,81.7,Retail,2024,6,1,4,6,8,1
2024-06-15,Eastern,Batticaloa,vegetables and fruits,Onions (imported),KG,257.5,7.72,81.7,Retail,2024,6,1,4,6,24,1
2024-06-15,Eastern,Batticaloa,vegetables and fruits,Onions (red),KG,363.0,7.72,81.7,Retail,2024,6,1,4,6,25,1
2024-06-15,Eastern,Batticaloa,vegetables and fruits,"Onions (red, imported)",KG,342.67,7.72,81.7,Retail,2024,6,1,4,6,26,1
2024-06-15,Eastern,Batticaloa,vegetables and fruits,Pineapples,KG,641.33,7.72,81.7,Retail,2024,6,1,4,6,29,1
2024-06-15,Eastern,Batticaloa,vegetables and fruits,Pumpkin,KG,183.0,7.72,81.7,Retail,2024,6,1,4,6,32,1
2024-06-15,Eastern,Batticaloa,vegetables and fruits,Carrots,KG,287.0,7.72,81.7,Retail,2024,6,1,4,6,4,1
2024-06-15,Eastern,Ampara,cereals and tubers,Potatoes (imported),KG,190.94,7.28,81.67,Retail,2024,6,1,0,0,30,1
2024-06-15,Central,Nuwara Eliya,vegetables and fruits,Pumpkin,KG,237.0,6.95,80.75,Retail,2024,6,0,35,6,32,1
2024-06-15,Central,Nuwara Eliya,vegetables and fruits,Pineapples,KG,425.0,6.95,80.75,Retail,2024,6,0,35,6,29,1
2024-06-15,Central,Matale,cereals and tubers,Potatoes (imported),KG,192.67,7.47,80.62,Retail,2024,6,0,27,0,30,1
2024-06-15,Central,Matale,cereals and tubers,Rice (medium grain),KG,218.47,7.47,80.62,Retail,2024,6,0,27,0,34,1
2024-06-15,Central,Matale,cereals and tubers,Rice (white),KG,260.56,7.47,80.62,Retail,2024,6,0,27,0,37,1
2024-06-15,Central,Matale,"meat, fish and eggs",Eggs,Unit,47.5,7.47,80.62,Retail,2024,6,0,27,1,9,3
2024-06-15,Central,Matale,"meat, fish and eggs",Fish (goldstripe sardinella),KG,716.67,7.47,80.62,Retail,2024,6,0,27,1,12,1
2024-06-15,Central,Matale,"meat, fish and eggs",Fish (jack),KG,1752.78,7.47,80.62,Retail,2024,6,0,27,1,13,1
2024-06-15,Central,Matale,"meat, fish and eggs",Fish (sail fish),KG,2216.67,7.47,80.62,Retail,2024,6,0,27,1,14,1
2024-06-15,Central,Matale,pulses and nuts,Beans,KG,557.33,7.47,80.62,Retail,2024,6,0,27,5,1,1
2024-06-15,Central,Matale,pulses and nuts,Beans (mung),KG,1084.0,7.47,80.62,Retail,2024,6,0,27,5,2,1
2024-06-15,Central,Matale,pulses and nuts,"Cowpeas (whole, average)",KG,788.89,7.47,80.62,Retail,2024,6,0,27,5,7,1
2024-06-15,Central,Matale,vegetables and fruits,Bananas,KG,160.0,7.47,80.62,Retail,2024,6,0,27,6,0,1
2024-06-15,Central,Matale,vegetables and fruits,Cabbage,KG,182.67,7.47,80.62,Retail,2024,6,0,27,6,3,1
2024-06-15,Central,Matale,vegetables and fruits,Carrots,KG,213.33,7.47,80.62,Retail,2024,6,0,27,6,4,1
2024-06-15,Central,Matale,vegetables and fruits,Coconut,Unit,85.67,7.47,80.62,Retail,2024,6,0,27,6,6,3
2024-06-15,Central,Matale,vegetables and fruits,Eggplants,KG,260.0,7.47,80.62,Retail,2024,6,0,27,6,8,1
2024-06-15,Central,Kandy,vegetables and fruits,Tomatoes,KG,549.0,7.29,80.59,Retail,2024,6,0,21,6,40,1
2024-06-15,Central,Kandy,vegetables and fruits,Snake gourd,KG,372.0,7.29,80.59,Retail,2024,6,0,21,6,38,1
2024-06-15,Central,Kandy,vegetables and fruits,Pumpkin,KG,213.0,7.29,80.59,Retail,2024,6,0,21,6,32,1
2024-06-15,Central,Kandy,vegetables and fruits,Papaya,KG,204.0,7.29,80.59,Retail,2024,6,0,21,6,28,1
2024-06-15,Northern,Mullativu,"meat, fish and eggs","Meat (chicken, broiler)",KG,1612.5,9.32,80.7,Retail,2024,6,4,32,1,21,1
2024-06-15,Central,Kandy,cereals and tubers,Potatoes (imported),KG,224.5,7.29,80.59,Retail,2024,6,0,21,0,30,1
2024-06-15,Central,Kandy,cereals and tubers,Potatoes (local),KG,397.0,7.29,80.59,Retail,2024,6,0,21,0,31,1
2024-06-15,Central,Kandy,"meat, fish and eggs",Eggs,Unit,50.8,7.29,80.59,Retail,2024,6,0,21,1,9,3
2024-06-15,Central,Kandy,"meat, fish and eggs","Fish (dry, katta)",KG,2235.0,7.29,80.59,Retail,2024,6,0,21,1,10,1
2024-06-15,Central,Kandy,"meat, fish and eggs","Fish (dry, sprats)",KG,1205.0,7.29,80.59,Retail,2024,6,0,21,1,11,1
2024-06-15,Central,Kandy,"meat, fish and eggs",Fish (jack),KG,1633.5,7.29,80.59,Retail,2024,6,0,21,1,13,1
2024-06-15,Central,Matale,vegetables and fruits,Onions (imported),KG,247.33,7.47,80.62,Retail,2024,6,0,27,6,24,1
2024-06-15,Central,Kandy,"meat, fish and eggs",Fish (skipjack tuna),KG,1400.0,7.29,80.59,Retail,2024,6,0,21,1,15,1
2024-06-15,Central,Kandy,miscellaneous food,"Chili (red, dry raw)",KG,866.0,7.29,80.59,Retail,2024,6,0,21,2,5,1
2024-06-15,Central,Kandy,pulses and nuts,Beans,KG,723.5,7.29,80.59,Retail,2024,6,0,21,5,1,1
2024-06-15,Central,Kandy,pulses and nuts,"Cowpeas (whole, average)",KG,895.0,7.29,80.59,Retail,2024,6,0,21,5,7,1
2024-06-15,Central,Kandy,pulses and nuts,Lentils,KG,314.5,7.29,80.59,Retail,2024,6,0,21,5,20,1
2024-06-15,Central,Kandy,vegetables and fruits,Cabbage,KG,242.0,7.29,80.59,Retail,2024,6,0,21,6,3,1
2024-06-15,Central,Kandy,vegetables and fruits,Coconut,Unit,87.25,7.29,80.59,Retail,2024,6,0,21,6,6,3
2024-06-15,Central,Kandy,vegetables and fruits,Onions (imported),KG,270.0,7.29,80.59,Retail,2024,6,0,21,6,24,1
2024-06-15,Central,Kandy,"meat, fish and eggs",Fish (trenched sardinella),KG,1104.0,7.29,80.59,Retail,2024,6,0,21,1,16,1
2024-06-15,Eastern,Trincomalee,vegetables and fruits,"Onions (red, imported)",KG,333.0,8.57,81.23,Retail,2024,6,1,41,6,26,1
2024-06-15,Central,Matale,vegetables and fruits,"Onions (red, imported)",KG,434.0,7.47,80.62,Retail,2024,6,0,27,6,26,1
2024-06-15,Central,Matale,vegetables and fruits,Pineapples,KG,746.67,7.47,80.62,Retail,2024,6,0,27,6,29,1
2024-06-15,Central,Hanguranketha,vegetables and fruits,Tomatoes,KG,184.0,7.18,80.78,Retail,2024,6,0,18,6,40,1
2024-06-15,Central,Nuwara Eliya,cereals and tubers,Potatoes (imported),KG,240.0,6.95,80.75,Retail,2024,6,0,35,0,30,1
2024-06-15,Central,Nuwara Eliya,cereals and tubers,Potatoes (local),KG,371.5,6.95,80.75,Retail,2024,6,0,35,0,31,1
2024-06-15,Central,Nuwara Eliya,cereals and tubers,Rice (medium grain),KG,221.95,6.95,80.75,Retail,2024,6,0,35,0,34,1
2024-06-15,Central,Nuwara Eliya,"meat, fish and eggs",Eggs,Unit,46.81,6.95,80.75,Retail,2024,6,0,35,1,9,3
2024-06-15,Central,Nuwara Eliya,"meat, fish and eggs","Fish (dry, katta)",KG,2391.67,6.95,80.75,Retail,2024,6,0,35,1,10,1
2024-06-15,Central,Nuwara Eliya,"meat, fish and eggs",Fish (skipjack tuna),KG,1650.0,6.95,80.75,Retail,2024,6,0,35,1,15,1
2024-06-15,Central,Nuwara Eliya,"meat, fish and eggs",Fish (trenched sardinella),KG,865.0,6.95,80.75,Retail,2024,6,0,35,1,16,1
2024-06-15,Central,Nuwara Eliya,"meat, fish and eggs",Fish (yellowfin tuna),KG,2416.67,6.95,80.75,Retail,2024,6,0,35,1,17,1
2024-06-15,Central,Nuwara Eliya,"meat, fish and eggs","Meat (chicken, broiler)",KG,1286.88,6.95,80.75,Retail,2024,6,0,35,1,21,1
2024-06-15,Central,Nuwara Eliya,pulses and nuts,Beans,KG,586.5,6.95,80.75,Retail,2024,6,0,35,5,1,1
2024-06-15,Central,Nuwara Eliya,vegetables and fruits,Carrots,KG,402.0,6.95,80.75,Retail,2024,6,0,35,6,4,1
2024-06-15,Central,Nuwara Eliya,vegetables and fruits,Eggplants,KG,449.5,6.95,80.75,Retail,2024,6,0,35,6,8,1
2024-06-15,Central,Nuwara Eliya,vegetables and fruits,"Onions (red, local)",KG,467.5,6.95,80.75,Retail,2024,6,0,35,6,27,1
2024-06-15,Central,Nuwara Eliya,vegetables and fruits,Papaya,KG,193.12,6.95,80.75,Retail,2024,6,0,35,6,28,1
